EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-03-30T17:26:14.9030000Z,XAUUSD,BotStart,0,,Started on Minute5,,
2026-03-30T17:29:39.5380000Z,XAUUSD,BotStop,0,,,,
2026-03-30T17:29:44.6010000Z,XAUUSD,BotStart,0,,Started on Minute5,,
2026-03-30T17:45:25.0140000Z,XAUUSD,BotStop,0,,,,
2026-03-30T17:45:29.8730000Z,XAUUSD,BotStart,0,,Started on Minute5,,
2026-03-30T17:50:07.5499111Z,XAUUSD,EXIT_TP1,249952247,50,TP1_HIT,ExitManager,
2026-03-30T17:55:04.7080000Z,XAUUSD,BotStop,0,,,,
2026-03-30T17:55:09.7860000Z,XAUUSD,BotStart,0,,Started on Minute5,,
2026-03-30T18:31:06.8500000Z,XAUUSD,BotStop,0,,,,
2026-03-30T18:31:15.6780000Z,XAUUSD,BotStart,0,,Started on Minute5,,
2026-03-30T18:32:09.6260770Z,XAUUSD,EXIT_TP1,249958810,50,TP1_HIT,ExitManager,
2026-03-30T18:42:28.2280000Z,XAUUSD,BotStop,0,,,,
2026-03-30T18:42:33.4310000Z,XAUUSD,BotStart,0,,Started on Minute5,,
2026-03-30T19:35:00.8582861Z,XAUUSD,EXIT_TVM,249972427,83,STRUCTURE_BREAK,TVM,0.8371919342792952
2026-03-30T19:57:16.8400000Z,XAUUSD,BotStop,0,,,,
2026-03-30T19:57:23.3240000Z,XAUUSD,BotStart,0,,Started on Minute5,,
2026-03-30T20:40:09.6960000Z,XAUUSD,BotStop,0,,,,
2026-03-30T20:40:15.0250000Z,XAUUSD,BotStart,0,,Started on Minute5,,
2026-03-30T22:33:59.7150000Z,XAUUSD,BotStop,0,,,,
2026-03-30T22:34:04.9960000Z,XAUUSD,BotStart,0,,Started on Minute5,,
