EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-01T08:35:32.4020000Z,AUDUSD,BotStop,0,,,,
2026-04-01T08:35:38.2300000Z,AUDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T08:47:21.8510000Z,AUDUSD,BotStop,0,,,,
2026-04-01T08:47:27.0380000Z,AUDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T08:55:46.4560000Z,AUDUSD,BotStop,0,,,,
2026-04-01T08:55:51.4090000Z,AUDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T09:21:42.8500000Z,AUDUSD,BotStop,0,,,,
2026-04-01T09:21:48.1150000Z,AUDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T09:35:44.5500000Z,AUDUSD,BotStop,0,,,,
2026-04-01T09:35:49.8000000Z,AUDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T10:18:18.2120000Z,AUDUSD,BotStop,0,,,,
2026-04-01T10:18:23.4150000Z,AUDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T10:31:36.6940000Z,AUDUSD,BotStop,0,,,,
2026-04-01T10:31:41.6940000Z,AUDUSD,BotStart,0,,Started on Minute5,,
