EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-03-30T17:26:14.2630000Z,USDCHF,BotStart,0,,Started on Minute5,,
2026-03-30T17:29:39.5380000Z,USDCHF,BotStop,0,,,,
2026-03-30T17:29:44.6320000Z,USDCHF,BotStart,0,,Started on Minute5,,
2026-03-30T17:45:25.0140000Z,USDCHF,BotStop,0,,,,
2026-03-30T17:45:29.8890000Z,USDCHF,BotStart,0,,Started on Minute5,,
2026-03-30T17:55:04.7080000Z,USDCHF,BotStop,0,,,,
2026-03-30T17:55:09.9110000Z,USDCHF,BotStart,0,,Started on Minute5,,
2026-03-30T18:31:06.8500000Z,USDCHF,BotStop,0,,,,
2026-03-30T18:31:15.6620000Z,USDCHF,BotStart,0,,Started on Minute5,,
2026-03-30T18:42:28.2120000Z,USDCHF,BotStop,0,,,,
2026-03-30T18:42:33.4310000Z,USDCHF,BotStart,0,,Started on Minute5,,
2026-03-30T19:57:16.8240000Z,USDCHF,BotStop,0,,,,
2026-03-30T19:57:23.3710000Z,USDCHF,BotStart,0,,Started on Minute5,,
2026-03-30T20:40:09.6960000Z,USDCHF,BotStop,0,,,,
2026-03-30T20:40:15.0090000Z,USDCHF,BotStart,0,,Started on Minute5,,
2026-03-30T22:33:59.7150000Z,USDCHF,BotStop,0,,,,
2026-03-30T22:34:04.9650000Z,USDCHF,BotStart,0,,Started on Minute5,,
