EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-01T08:35:32.4020000Z,GERMANY 40,BotStop,0,,,,
2026-04-01T08:35:38.1830000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-04-01T08:47:21.8510000Z,GERMANY 40,BotStop,0,,,,
2026-04-01T08:47:27.1010000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-04-01T08:55:46.4560000Z,GERMANY 40,BotStop,0,,,,
2026-04-01T08:55:51.4090000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-04-01T09:21:42.8500000Z,GERMANY 40,BotStop,0,,,,
2026-04-01T09:21:48.1150000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-04-01T09:35:44.5500000Z,GERMANY 40,BotStop,0,,,,
2026-04-01T09:35:49.6440000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-04-01T10:18:18.2120000Z,GERMANY 40,BotStop,0,,,,
2026-04-01T10:18:23.3210000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-04-01T10:31:36.6940000Z,GERMANY 40,BotStop,0,,,,
2026-04-01T10:31:41.6790000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
