EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-03-30T17:26:15.2000000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-03-30T17:29:39.5380000Z,GERMANY 40,BotStop,0,,,,
2026-03-30T17:29:44.6480000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-03-30T17:45:25.0140000Z,GERMANY 40,BotStop,0,,,,
2026-03-30T17:45:29.8580000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-03-30T17:55:04.7080000Z,GERMANY 40,BotStop,0,,,,
2026-03-30T17:55:09.8960000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-03-30T18:31:06.8500000Z,GERMANY 40,BotStop,0,,,,
2026-03-30T18:31:15.6780000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-03-30T18:42:28.2280000Z,GERMANY 40,BotStop,0,,,,
2026-03-30T18:42:33.3370000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-03-30T19:57:16.8400000Z,GERMANY 40,BotStop,0,,,,
2026-03-30T19:57:23.3710000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-03-30T20:40:09.6960000Z,GERMANY 40,BotStop,0,,,,
2026-03-30T20:40:15.0560000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
2026-03-30T22:33:59.7150000Z,GERMANY 40,BotStop,0,,,,
2026-03-30T22:34:05.0120000Z,GERMANY 40,BotStart,0,,Started on Minute5,,
