EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-03-30T17:26:14.3720000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-03-30T17:29:39.5380000Z,USDJPY,BotStop,0,,,,
2026-03-30T17:29:44.5540000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-03-30T17:45:25.0140000Z,USDJPY,BotStop,0,,,,
2026-03-30T17:45:29.9050000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-03-30T17:55:04.7080000Z,USDJPY,BotStop,0,,,,
2026-03-30T17:55:09.8800000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-03-30T18:31:06.8500000Z,USDJPY,BotStop,0,,,,
2026-03-30T18:31:15.6780000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-03-30T18:42:28.2120000Z,USDJPY,BotStop,0,,,,
2026-03-30T18:42:33.5090000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-03-30T19:57:16.8240000Z,USDJPY,BotStop,0,,,,
2026-03-30T19:57:23.3090000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-03-30T20:40:09.6960000Z,USDJPY,BotStop,0,,,,
2026-03-30T20:40:15.0090000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-03-30T22:33:59.7150000Z,USDJPY,BotStop,0,,,,
2026-03-30T22:34:04.9180000Z,USDJPY,BotStart,0,,Started on Minute5,,
