EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-01T08:35:32.4020000Z,BTCUSD,BotStop,0,,,,
2026-04-01T08:35:38.2300000Z,BTCUSD,BotStart,0,,Started on Minute5,,
2026-04-01T08:47:21.8510000Z,BTCUSD,BotStop,0,,,,
2026-04-01T08:47:27.1010000Z,BTCUSD,BotStart,0,,Started on Minute5,,
2026-04-01T08:55:46.4560000Z,BTCUSD,BotStop,0,,,,
2026-04-01T08:55:51.4720000Z,BTCUSD,BotStart,0,,Started on Minute5,,
2026-04-01T09:21:42.8500000Z,BTCUSD,BotStop,0,,,,
2026-04-01T09:21:48.2090000Z,BTCUSD,BotStart,0,,Started on Minute5,,
2026-04-01T09:35:44.5500000Z,BTCUSD,BotStop,0,,,,
2026-04-01T09:35:49.7840000Z,BTCUSD,BotStart,0,,Started on Minute5,,
2026-04-01T10:18:18.2120000Z,BTCUSD,BotStop,0,,,,
2026-04-01T10:18:23.2900000Z,BTCUSD,BotStart,0,,Started on Minute5,,
2026-04-01T10:31:36.6940000Z,BTCUSD,BotStop,0,,,,
2026-04-01T10:31:41.6630000Z,BTCUSD,BotStart,0,,Started on Minute5,,
