EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-02T13:02:54.9920000Z,GBPUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:15:34.1660000Z,GBPUSD,BotStop,0,,,,
2026-04-02T14:15:39.1700000Z,GBPUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:31:21.2340000Z,GBPUSD,BotStop,0,,,,
2026-04-02T14:31:25.8750000Z,GBPUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:39:35.5350000Z,GBPUSD,BotStop,0,,,,
2026-04-02T14:39:42.1650000Z,GBPUSD,BotStart,0,,Started on Minute5,,
2026-04-02T15:54:42.5190000Z,GBPUSD,BotStop,0,,,,
2026-04-02T15:54:48.0970000Z,GBPUSD,BotStart,0,,Started on Minute5,,
2026-04-02T16:54:52.3230000Z,GBPUSD,BotStop,0,,,,
2026-04-02T16:54:57.7140000Z,GBPUSD,BotStart,0,,Started on Minute5,,
