EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-03-30T17:26:15.7000000Z,GBPJPY,BotStart,0,,Started on Minute5,,
2026-03-30T17:29:39.5380000Z,GBPJPY,BotStop,0,,,,
2026-03-30T17:29:44.5850000Z,GBPJPY,BotStart,0,,Started on Minute5,,
2026-03-30T17:45:25.0140000Z,GBPJPY,BotStop,0,,,,
2026-03-30T17:45:29.8260000Z,GBPJPY,BotStart,0,,Started on Minute5,,
2026-03-30T17:55:04.7080000Z,GBPJPY,BotStop,0,,,,
2026-03-30T17:55:09.8170000Z,GBPJPY,BotStart,0,,Started on Minute5,,
2026-03-30T18:31:06.8500000Z,GBPJPY,BotStop,0,,,,
2026-03-30T18:31:15.7090000Z,GBPJPY,BotStart,0,,Started on Minute5,,
2026-03-30T18:42:28.2280000Z,GBPJPY,BotStop,0,,,,
2026-03-30T18:42:33.3680000Z,GBPJPY,BotStart,0,,Started on Minute5,,
2026-03-30T19:57:16.8400000Z,GBPJPY,BotStop,0,,,,
2026-03-30T19:57:23.3240000Z,GBPJPY,BotStart,0,,Started on Minute5,,
2026-03-30T20:40:09.6960000Z,GBPJPY,BotStop,0,,,,
2026-03-30T20:40:15.0090000Z,GBPJPY,BotStart,0,,Started on Minute5,,
2026-03-30T22:33:59.7150000Z,GBPJPY,BotStop,0,,,,
2026-03-30T22:34:04.9810000Z,GBPJPY,BotStart,0,,Started on Minute5,,
