EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-02T13:02:55.3200000Z,ETHUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:15:34.1660000Z,ETHUSD,BotStop,0,,,,
2026-04-02T14:15:38.8890000Z,ETHUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:31:21.2340000Z,ETHUSD,BotStop,0,,,,
2026-04-02T14:31:25.5000000Z,ETHUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:39:35.5350000Z,ETHUSD,BotStop,0,,,,
2026-04-02T14:39:41.6810000Z,ETHUSD,BotStart,0,,Started on Minute5,,
2026-04-02T15:54:42.5190000Z,ETHUSD,BotStop,0,,,,
2026-04-02T15:54:48.1900000Z,ETHUSD,BotStart,0,,Started on Minute5,,
2026-04-02T16:54:52.3230000Z,ETHUSD,BotStop,0,,,,
2026-04-02T16:54:57.6830000Z,ETHUSD,BotStart,0,,Started on Minute5,,
2026-04-02T17:46:39.5330000Z,ETHUSD,BotStop,0,,,,
2026-04-02T17:46:47.9860000Z,ETHUSD,BotStart,0,,Started on Minute5,,
2026-04-02T18:36:04.7320000Z,ETHUSD,BotStop,0,,,,
2026-04-02T18:36:13.0440000Z,ETHUSD,BotStart,0,,Started on Minute5,,
