EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-02T13:02:55.6490000Z,AUDNZD,BotStart,0,,Started on Minute5,,
2026-04-02T14:15:34.1660000Z,AUDNZD,BotStop,0,,,,
2026-04-02T14:15:39.1860000Z,AUDNZD,BotStart,0,,Started on Minute5,,
2026-04-02T14:31:21.2340000Z,AUDNZD,BotStop,0,,,,
2026-04-02T14:31:25.8440000Z,AUDNZD,BotStart,0,,Started on Minute5,,
2026-04-02T14:39:35.5350000Z,AUDNZD,BotStop,0,,,,
2026-04-02T14:39:42.1500000Z,AUDNZD,BotStart,0,,Started on Minute5,,
2026-04-02T15:54:42.5190000Z,AUDNZD,BotStop,0,,,,
2026-04-02T15:54:48.0970000Z,AUDNZD,BotStart,0,,Started on Minute5,,
2026-04-02T16:54:52.3230000Z,AUDNZD,BotStop,0,,,,
2026-04-02T16:54:57.6980000Z,AUDNZD,BotStart,0,,Started on Minute5,,
