EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-01T08:35:32.4020000Z,NZDUSD,BotStop,0,,,,
2026-04-01T08:35:38.1670000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T08:47:21.8510000Z,NZDUSD,BotStop,0,,,,
2026-04-01T08:47:27.0690000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T08:55:46.4560000Z,NZDUSD,BotStop,0,,,,
2026-04-01T08:55:51.4250000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T09:21:42.8500000Z,NZDUSD,BotStop,0,,,,
2026-04-01T09:21:48.2090000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T09:35:44.5500000Z,NZDUSD,BotStop,0,,,,
2026-04-01T09:35:49.6440000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T10:18:18.2120000Z,NZDUSD,BotStop,0,,,,
2026-04-01T10:18:23.4310000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-01T10:31:36.6940000Z,NZDUSD,BotStop,0,,,,
2026-04-01T10:31:41.7100000Z,NZDUSD,BotStart,0,,Started on Minute5,,
