EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-02T13:02:55.3520000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:15:34.1660000Z,NZDUSD,BotStop,0,,,,
2026-04-02T14:15:39.2640000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:31:21.2340000Z,NZDUSD,BotStop,0,,,,
2026-04-02T14:31:25.8280000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-02T14:39:35.5350000Z,NZDUSD,BotStop,0,,,,
2026-04-02T14:39:42.1650000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-02T15:54:42.5190000Z,NZDUSD,BotStop,0,,,,
2026-04-02T15:54:48.1120000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-02T16:54:52.3390000Z,NZDUSD,BotStop,0,,,,
2026-04-02T16:54:57.6670000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-02T17:46:39.5330000Z,NZDUSD,BotStop,0,,,,
2026-04-02T17:46:47.9550000Z,NZDUSD,BotStart,0,,Started on Minute5,,
2026-04-02T18:36:04.7320000Z,NZDUSD,BotStop,0,,,,
2026-04-02T18:36:13.0290000Z,NZDUSD,BotStart,0,,Started on Minute5,,
