EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-02T13:02:55.3050000Z,USDCAD,BotStart,0,,Started on Minute5,,
2026-04-02T14:15:34.1660000Z,USDCAD,BotStop,0,,,,
2026-04-02T14:15:39.2640000Z,USDCAD,BotStart,0,,Started on Minute5,,
2026-04-02T14:31:21.2340000Z,USDCAD,BotStop,0,,,,
2026-04-02T14:31:25.8750000Z,USDCAD,BotStart,0,,Started on Minute5,,
2026-04-02T14:39:35.5350000Z,USDCAD,BotStop,0,,,,
2026-04-02T14:39:42.1810000Z,USDCAD,BotStart,0,,Started on Minute5,,
2026-04-02T15:54:42.5190000Z,USDCAD,BotStop,0,,,,
2026-04-02T15:54:48.1120000Z,USDCAD,BotStart,0,,Started on Minute5,,
2026-04-02T16:54:52.3230000Z,USDCAD,BotStop,0,,,,
2026-04-02T16:54:57.6520000Z,USDCAD,BotStart,0,,Started on Minute5,,
2026-04-02T17:46:39.5180000Z,USDCAD,BotStop,0,,,,
2026-04-02T17:46:48.0020000Z,USDCAD,BotStart,0,,Started on Minute5,,
